AGE,CAPITAL-LOSS,FNLWGT,EDUCATION,EDUCATION-NUM,MARITAL-STATUS,HOURS-PER-WEEK,RELATIONSHIP,RACE,SEX,CAPITAL-GAIN,CLASS
36,0,343476,8,9,2,30,4,1,2,0,1
41,1977,93227,9,13,1,60,3,2,2,0,0
60,0,38622,10,10,1,40,3,1,2,0,1
34,0,173730,11,14,1,38,3,1,2,0,1
32,0,178623,8,9,3,40,4,4,1,0,1
27,0,300783,10,10,1,42,1,1,1,0,0
60,0,224644,5,6,1,40,3,1,2,0,1
39,0,191502,14,11,1,40,3,1,2,0,1
59,0,61885,7,8,2,35,5,4,2,0,1
34,0,213887,15,16,1,32,3,1,2,0,0
36,0,331395,14,11,1,40,3,1,2,0,1
54,0,145098,10,10,1,40,3,1,2,0,0
48,0,123075,14,11,1,40,3,1,2,0,0
19,0,216804,3,4,3,33,2,1,2,0,1
40,0,188291,12,15,1,40,3,1,2,0,0
25,0,33610,8,9,3,45,4,1,2,0,1
39,0,234901,13,12,4,40,6,1,2,0,1
34,0,349148,10,10,1,40,3,1,2,0,1
30,0,168443,8,9,4,30,6,1,1,0,1
43,0,211860,8,9,3,24,6,4,1,0,1
35,0,193961,9,13,1,40,3,2,2,0,0
36,1887,52532,15,16,1,50,3,1,2,0,0
59,0,75804,8,9,1,65,3,1,2,0,0
33,0,176185,8,9,1,40,3,1,2,0,1
22,0,306779,10,10,3,50,2,1,2,0,1
48,0,265192,8,9,1,45,3,1,2,0,1
54,0,139347,8,9,5,40,6,1,1,0,1
49,0,107682,10,10,2,38,4,1,1,0,1
37,0,34173,9,13,3,40,4,1,1,0,1
45,0,128378,8,9,1,40,3,4,2,0,1
51,0,195638,10,10,4,40,4,1,1,0,1
46,0,59287,10,10,1,40,3,1,2,0,1
31,0,162442,9,13,1,40,1,1,1,0,0
29,0,350603,5,6,3,38,2,1,1,0,1
39,0,344743,10,10,1,50,2,4,1,0,0
35,0,112077,8,9,1,40,3,1,2,5013,1
26,0,176795,9,13,3,40,2,1,1,0,0
51,0,137815,10,10,1,40,3,1,2,7298,0
31,0,309620,11,14,1,6,3,2,2,0,1
39,0,336880,8,9,1,40,3,1,2,0,0
26,0,206600,6,7,3,30,5,1,2,0,1
25,0,193051,9,13,1,35,3,1,2,0,1
61,1887,229062,10,10,1,40,3,1,2,0,0
49,0,62793,8,9,2,40,2,1,1,0,1
53,0,264939,9,13,3,45,4,1,1,0,1
52,0,370552,0,1,1,40,3,1,2,0,1
52,0,163678,8,9,1,55,3,1,2,0,1
74,0,89667,9,13,5,35,4,4,1,0,1
50,0,558490,8,9,2,40,4,4,2,0,1
29,0,124680,9,13,3,35,4,1,1,13550,0
76,0,208843,3,4,5,30,4,1,2,0,1
19,0,95078,8,9,3,15,2,1,1,0,1
25,0,169679,8,9,1,40,3,1,2,0,1
45,0,101320,8,9,2,40,6,1,1,0,1
34,0,168906,13,12,2,35,2,1,1,0,1
20,0,212582,10,10,3,16,2,1,1,0,1
66,0,170617,11,14,5,6,4,1,2,0,1
63,0,170529,9,13,1,45,1,4,1,0,1
27,0,99897,10,10,1,40,3,1,2,0,1
41,0,104892,10,10,1,40,3,1,2,2829,1
43,0,175224,8,9,1,60,3,1,2,0,1
23,0,149704,8,9,3,40,2,1,1,0,1
37,0,214542,10,10,2,40,6,4,1,0,1
31,0,167319,9,13,1,40,3,1,2,0,1
33,0,43716,10,10,1,4,3,1,2,0,1
28,0,191935,13,12,3,20,2,1,2,0,1
70,0,158642,8,9,5,20,4,1,1,2993,1
35,0,338611,10,10,2,40,6,1,1,0,1
41,0,136419,13,12,1,75,3,1,2,0,0
17,0,72321,6,7,3,12,5,1,1,0,1
41,0,189956,9,13,1,40,1,4,1,0,0
44,0,403782,14,11,2,45,4,1,2,0,1
47,0,456661,3,4,1,40,3,1,2,0,1
24,0,279041,8,9,3,40,2,4,2,0,1
38,0,65716,14,11,2,40,6,1,1,0,1
34,0,189809,10,10,1,52,3,4,2,0,1
62,0,223637,8,9,2,35,4,4,1,0,1
27,0,199343,8,9,1,38,3,1,2,0,1
59,0,139344,10,10,1,40,1,1,1,0,0
35,0,119098,11,14,1,40,3,1,2,0,1
38,0,195025,8,9,4,32,6,4,1,0,1
28,0,186720,10,10,3,50,2,1,1,0,1
28,0,328923,8,9,3,38,5,1,1,0,1
59,0,159472,4,5,1,40,3,1,2,0,1
42,0,138662,10,10,4,40,2,1,1,0,1
54,0,286342,11,14,3,32,4,1,1,0,0
39,0,181705,8,9,1,45,3,1,2,0,1
41,0,193882,9,13,1,40,3,1,2,0,1
43,0,216497,9,13,2,40,6,1,1,0,1
32,0,124919,9,13,1,50,3,2,2,0,0
62,1617,109463,10,10,4,33,6,1,1,0,1
58,0,256274,8,9,2,40,4,1,1,0,1
43,0,326379,8,9,2,40,4,1,2,0,1
67,2457,174995,10,10,1,40,3,1,2,0,1
31,0,243142,8,9,2,40,6,1,1,0,1
51,0,155118,11,14,1,70,1,1,1,0,0
54,0,189607,9,13,3,36,2,4,1,0,1
20,0,39478,10,10,3,70,4,1,2,0,1
35,0,206951,10,10,1,40,3,1,2,0,0
22,0,127647,8,9,3,36,2,1,1,0,1
38,0,234298,9,13,2,60,4,1,2,6849,1
42,0,182302,8,9,1,40,3,1,2,0,1
44,0,166597,11,14,1,40,3,1,2,0,0
28,0,33363,8,9,1,70,3,1,2,0,0
74,0,167537,10,10,1,35,3,1,2,0,0
34,0,179378,8,9,1,40,1,4,1,0,1
50,0,297551,8,9,1,52,3,1,2,0,1
50,0,198362,14,11,5,40,6,1,1,0,1
43,0,240504,8,9,1,40,3,1,2,0,1
29,0,169662,8,9,1,40,3,1,2,0,1
30,0,164940,8,9,4,25,6,4,1,0,1
61,0,210488,8,9,1,50,3,1,2,0,0
21,0,154835,10,10,3,40,2,2,1,0,1
27,0,333296,9,13,3,30,4,1,2,0,1
47,0,192793,15,16,1,40,3,1,2,0,0
39,1380,49436,13,12,2,40,6,1,1,0,1
33,0,136331,8,9,1,40,3,1,2,0,1
22,0,509048,8,9,3,37,5,4,1,0,1
38,0,318610,10,10,2,40,6,4,1,0,1
45,0,104521,10,10,1,40,3,1,2,0,1
42,0,247695,8,9,1,45,3,1,2,0,0
35,0,219546,10,10,3,45,4,1,2,0,1
21,0,169699,8,9,3,40,4,1,1,0,1
49,0,131302,14,11,2,44,4,4,1,0,1
50,0,171852,9,13,4,40,2,4,1,0,1
36,0,340091,15,16,1,36,1,1,1,0,0
20,0,204641,8,9,3,20,2,1,2,0,1
49,0,213431,8,9,4,40,6,4,1,0,1
40,0,377018,9,13,1,60,3,1,2,0,0
22,0,184543,10,10,2,40,6,1,1,0,1
60,0,188236,8,9,2,40,4,1,1,0,1
67,0,233022,6,7,5,20,6,1,1,0,1
21,0,177420,10,10,3,40,4,4,1,0,1
60,0,21101,8,9,1,50,3,3,2,0,1
17,0,52486,6,7,3,12,2,1,1,0,1
43,0,183273,11,14,1,32,1,1,1,15024,0
49,0,36177,9,13,1,45,3,1,2,0,0
41,0,124956,9,13,4,60,4,4,1,99999,0
38,0,102350,10,10,2,40,6,1,2,0,1
38,0,165930,8,9,1,40,3,1,2,0,1
35,0,297574,13,12,1,99,3,1,2,0,0
40,0,120277,10,10,3,40,4,1,2,0,1
23,0,87569,10,10,4,40,4,1,1,0,1
19,1602,278220,10,10,3,40,2,1,1,0,1
40,0,155972,8,9,1,60,3,1,2,0,0
46,0,162852,8,9,2,40,6,1,1,0,1
25,0,64860,10,10,6,22,6,1,1,0,1
36,0,226013,8,9,1,40,3,4,2,5178,0
24,0,322674,13,12,3,48,4,1,2,0,1
62,0,202242,8,9,1,48,3,1,2,0,1
54,0,175262,0,1,1,40,3,2,2,0,1
23,0,201682,9,13,1,40,5,1,1,0,1
60,0,166330,8,9,1,40,1,1,1,0,1
18,0,147612,8,9,3,8,2,1,1,0,1
41,0,213154,10,10,1,40,1,4,1,0,1
45,0,33798,11,14,3,40,4,1,1,0,1
62,0,199198,14,11,5,40,6,4,1,0,1
28,0,90915,9,13,6,40,6,4,1,0,1
36,0,337778,10,10,1,60,3,1,2,0,0
31,0,187203,8,9,3,40,5,1,2,0,1
44,0,261497,8,9,1,40,3,4,2,0,1
33,0,361817,8,9,4,50,6,1,2,0,1
62,0,226546,12,15,1,16,3,1,2,0,1
27,0,100168,3,4,1,40,1,1,1,0,1
42,0,272625,14,11,2,40,6,4,1,0,0
55,0,254516,4,5,3,37,5,4,2,0,1
41,0,207375,8,9,3,50,4,1,1,0,1
26,0,39092,10,10,1,50,3,1,2,4064,1
45,0,48271,10,10,1,40,1,1,1,0,0
67,0,152102,8,9,5,65,4,1,2,0,1
25,0,234665,14,11,1,45,3,1,2,0,1
30,1887,127651,8,9,1,48,3,1,2,0,0
22,0,180060,9,13,3,40,6,1,2,0,1
19,0,32477,10,10,3,20,2,1,2,0,1
26,0,137658,9,13,3,45,4,1,1,0,1
61,0,228287,8,9,1,50,3,1,2,0,1
32,0,159442,12,15,3,50,4,1,1,13550,0
43,0,33310,8,9,2,40,4,1,1,0,1
53,0,270546,8,9,2,20,4,1,1,0,1
53,0,290290,10,10,2,45,4,1,2,0,1
42,0,287037,7,8,2,10,4,1,2,0,1
36,0,128516,8,9,1,40,1,1,1,0,0
55,0,185195,9,13,1,99,3,1,2,0,1
35,0,49657,9,13,1,40,3,1,2,7298,0
17,0,98005,6,7,3,16,2,1,1,0,1
55,0,283635,12,15,2,35,4,1,1,0,1
36,0,98360,8,9,1,40,3,1,2,0,1
40,0,202872,11,14,1,40,1,1,1,0,0
54,0,118365,5,6,2,10,4,4,1,0,1
45,0,184285,9,13,2,45,4,1,2,0,1
48,0,345831,10,10,1,40,3,1,2,0,0
40,0,99679,12,15,3,60,4,1,2,0,0
31,0,253354,9,13,1,50,3,1,2,0,1
26,0,190650,9,13,3,40,2,2,2,0,1
34,1485,287737,10,10,1,40,1,1,1,0,0
19,0,204389,8,9,3,25,2,4,1,0,1
31,0,294870,13,12,1,40,3,1,2,0,1
34,0,159442,8,9,3,30,4,1,1,0,1
55,0,161662,11,14,1,55,3,1,2,0,0
38,0,52738,10,10,1,40,3,1,2,0,1
21,0,252024,8,9,3,20,5,1,2,0,1
27,0,189702,3,4,1,40,3,1,2,0,1
35,0,407913,8,9,4,40,4,4,2,0,1
20,0,166527,10,10,3,20,2,4,1,0,1
24,0,34918,14,11,3,38,6,1,1,0,1
27,0,142712,11,14,3,40,4,1,2,0,1
18,0,201686,6,7,3,4,2,1,2,0,1
28,0,179759,10,10,6,40,6,1,1,0,1
36,0,94954,8,9,2,40,4,1,1,0,1
66,1258,350498,10,10,1,20,3,1,2,0,1
19,0,201743,10,10,3,15,2,1,1,0,1
59,0,119344,5,6,1,36,1,1,1,0,1
33,0,149726,8,9,1,46,3,1,2,0,1
28,0,419146,3,4,4,40,4,1,2,0,1
34,2001,174789,9,13,3,40,4,1,2,0,1
41,0,171234,10,10,2,55,4,1,1,0,1
30,0,206325,6,7,1,45,3,1,2,0,1
59,0,202682,8,9,1,40,3,1,2,0,1
42,0,121055,9,13,1,60,3,1,2,0,1
47,0,160187,8,9,4,38,5,4,1,14084,0
29,0,84366,5,6,6,40,6,1,1,0,1
60,0,139391,10,10,6,50,4,1,2,0,0
53,0,124094,8,9,1,35,3,1,2,5013,1
41,0,30759,3,4,1,60,3,1,2,0,1
32,0,137875,10,10,2,30,6,1,1,0,1
73,0,139049,8,9,5,22,4,1,1,0,0
20,0,238384,8,9,3,30,4,1,1,0,1
49,0,340755,11,14,1,40,3,1,2,0,0
36,0,224947,9,13,3,40,6,1,2,0,1
33,0,111994,10,10,2,45,6,1,1,0,1
25,0,125491,10,10,3,34,4,2,1,0,1
34,0,310525,8,9,1,10,3,4,2,0,1
19,0,71592,10,10,3,40,2,2,1,0,1
40,0,99185,13,12,1,40,3,1,2,0,1
48,0,249935,8,9,1,44,3,1,2,0,1
51,0,206775,10,10,1,50,3,1,2,0,1
22,0,230704,13,12,3,20,2,4,2,0,1
34,0,242361,10,10,1,50,3,4,2,0,1
22,0,134746,5,6,1,40,1,1,1,0,1
34,2002,198613,8,9,1,40,3,1,2,0,1
56,0,174040,8,9,2,40,4,1,2,0,1
49,1902,165953,8,9,1,40,3,1,2,0,1
36,0,273604,9,13,3,40,4,1,1,0,1
18,0,192409,10,10,3,20,2,1,1,0,1
26,0,102476,8,9,3,50,2,1,2,0,1
48,0,234504,8,9,1,50,3,1,2,0,1
35,0,468713,8,9,1,40,3,1,2,0,1
29,0,84560,8,9,3,40,2,1,2,0,1
47,0,148995,8,9,1,40,3,1,2,0,0
21,0,34816,14,11,1,12,1,1,1,0,1
28,0,211184,10,10,3,50,4,1,1,0,1
53,0,33304,10,10,1,40,3,1,2,0,0
65,0,179985,8,9,2,40,4,1,1,0,1
26,0,219815,10,10,6,40,6,1,1,0,1
50,1902,134766,9,13,1,50,3,1,2,0,0
26,0,106548,8,9,1,50,3,1,2,0,1
70,0,89787,8,9,1,20,3,1,2,0,1
55,0,164857,10,10,2,40,2,1,2,0,1
27,0,257124,9,13,3,35,5,1,2,0,1
31,0,227446,10,10,1,40,3,1,2,0,0
43,1902,125461,9,13,1,55,3,1,2,0,0
24,0,189749,6,7,1,40,3,1,2,0,1
22,0,176321,3,4,3,40,6,1,1,0,1
26,0,284250,8,9,3,40,6,4,1,0,1
23,0,101885,5,6,3,40,4,1,1,0,1
41,0,134130,8,9,1,60,3,1,2,0,1
52,0,260938,11,14,1,40,3,1,2,0,1
41,0,238184,8,9,1,40,1,1,1,0,1
59,0,148626,5,6,1,40,3,1,2,0,1
56,1977,48102,10,10,1,50,1,1,1,0,0
58,0,234213,8,9,2,48,4,1,2,14344,0
65,0,113323,9,13,1,40,3,1,2,0,0
24,0,34246,9,13,3,40,4,2,2,0,1
51,0,175070,13,12,1,45,3,1,2,5178,0
31,0,279680,10,10,1,45,3,1,2,0,1
84,0,188328,8,9,5,16,4,1,1,0,1
51,0,96609,10,10,1,40,3,1,2,0,1
24,0,84257,9,13,3,50,4,1,2,0,1
30,0,275632,8,9,1,45,3,1,2,0,1
22,0,385540,5,6,3,40,4,1,2,0,1
30,0,196342,11,14,3,40,4,1,2,0,1
47,0,97176,10,10,2,40,6,1,1,0,1
19,0,197714,8,9,3,35,2,1,1,0,1
43,0,147099,10,10,2,36,6,1,1,0,1
30,0,186346,9,13,3,50,4,1,1,0,1
46,0,73434,11,14,2,45,4,1,1,0,1
49,0,275074,9,13,1,60,3,1,2,0,1
37,0,209214,2,3,3,40,6,1,1,0,1
42,0,210525,11,14,3,40,4,1,2,0,1
57,0,372020,10,10,1,50,3,1,2,5013,1
46,0,176684,13,12,3,40,4,1,1,0,1
23,0,210474,10,10,3,20,2,1,1,0,1
26,0,293690,9,13,1,58,3,1,2,0,0
64,0,149775,11,14,3,8,5,1,1,0,1
20,0,323009,8,9,3,40,6,1,1,0,1
31,0,126950,8,9,2,40,4,1,2,0,1
38,1977,172538,9,13,1,40,3,1,2,0,0
44,0,115411,10,10,2,40,4,1,2,0,1
42,0,101709,14,11,1,40,3,2,2,2885,1
23,0,265356,9,13,3,40,6,1,2,0,1
31,0,192565,11,14,1,90,3,1,2,0,0
35,0,348771,6,7,1,36,3,1,2,0,1
30,0,148959,10,10,2,35,4,1,2,0,1
35,0,126569,8,9,2,20,2,1,2,0,1
40,0,105936,8,9,6,38,2,1,1,0,1
18,0,188076,6,7,3,20,2,1,1,0,1
23,0,184400,5,6,3,30,2,2,2,0,1
63,0,124242,8,9,1,40,3,4,2,0,1
20,0,200819,8,9,3,40,2,1,2,0,1
50,0,100480,11,14,1,60,3,1,2,0,0
49,0,129513,11,14,1,45,3,1,2,0,1
53,0,297796,5,6,1,40,3,1,2,0,1
34,0,195488,8,9,4,40,2,1,1,0,1
54,0,153486,8,9,2,56,4,1,2,0,0
40,0,126845,10,10,1,40,3,1,2,0,0
22,0,206974,9,13,3,40,4,1,1,0,1
28,0,412149,5,6,3,35,5,1,2,0,1
24,0,653574,8,9,3,40,2,1,2,0,1
37,0,70562,1,2,3,48,6,1,1,0,1
62,0,197514,8,9,1,16,1,1,1,0,1
19,0,309284,10,10,3,40,4,1,2,0,1
51,0,334679,14,11,5,40,6,2,1,0,1
65,0,105116,10,10,5,40,4,1,1,2346,1
31,0,151484,8,9,3,8,2,1,1,0,1
42,0,78765,10,10,2,90,6,1,2,0,0
42,0,98427,8,9,1,35,1,4,1,0,1
54,0,230767,13,12,1,40,3,1,2,0,1
23,0,117606,9,13,3,60,2,1,1,0,1
28,0,68642,8,9,3,46,4,1,1,0,1
42,0,341638,6,7,2,40,4,1,2,0,1
30,0,65920,8,9,3,40,4,4,2,0,1
33,0,188246,8,9,1,40,3,1,2,0,1
33,0,198727,8,9,2,40,4,1,1,0,1
39,0,160728,8,9,2,40,6,1,2,2977,1
27,0,706026,6,7,1,40,3,1,2,0,1
20,0,348148,6,7,3,40,2,4,2,0,1
62,0,77884,2,3,1,40,3,2,2,0,1
17,0,160758,5,6,3,30,5,1,2,0,1
58,0,201112,10,10,2,55,4,4,1,0,0
69,0,107850,11,14,1,40,3,1,2,6514,0
34,0,230246,9,13,1,42,3,1,2,0,0
34,2824,203034,9,13,4,50,4,1,2,0,0
20,0,373935,8,9,3,35,2,1,2,0,1
64,0,341695,10,10,1,40,1,1,1,0,0
27,0,119793,10,10,1,55,3,1,2,0,1
41,0,178002,8,9,1,40,1,1,1,0,0
40,0,233130,3,4,1,40,3,1,2,0,1
53,0,192982,11,14,1,38,3,1,2,0,0
44,0,33155,15,16,3,45,4,1,2,0,1
37,0,187346,2,3,3,40,5,1,1,0,1
46,0,78529,9,13,1,60,3,1,2,0,0
17,0,101626,4,5,3,20,2,1,2,0,1
35,0,117567,8,9,2,40,4,1,2,0,1
36,0,110791,13,12,4,40,6,1,1,0,1
49,0,207120,8,9,1,40,3,1,2,0,0
48,0,43206,12,15,2,25,6,1,1,0,1
26,0,120238,9,13,3,40,5,1,2,0,1
26,0,189219,13,12,3,8,4,1,1,0,1
35,0,190895,8,9,1,40,3,1,2,0,1
29,0,83517,4,5,3,40,4,1,2,0,1
54,0,35557,10,10,1,50,3,1,2,7298,0
36,0,59313,10,10,4,40,2,4,2,0,1
25,0,202033,9,13,1,40,3,1,2,0,1
18,0,55658,5,6,3,25,2,1,2,0,1
21,0,118186,10,10,3,20,2,4,1,0,1
22,0,279901,8,9,1,40,2,4,2,0,1
52,0,110954,8,9,1,45,3,1,2,0,0
36,0,90159,10,10,1,40,1,1,1,0,1
25,1726,122489,9,13,3,60,2,1,1,0,1
49,0,43348,15,16,3,70,4,1,2,99999,0
42,0,34278,10,10,1,50,3,1,2,0,0
37,0,37778,14,11,1,54,3,1,2,0,1
39,0,160623,13,12,3,40,2,1,2,0,1
32,0,342458,9,13,3,40,4,1,2,0,1
53,0,64322,8,9,1,40,3,1,2,0,1
30,0,373914,6,7,1,40,3,1,2,0,1
51,0,205884,10,10,1,40,1,1,1,0,0
62,0,208266,14,11,2,40,4,4,1,0,1
38,0,222450,2,3,1,40,3,1,2,0,1
23,0,348420,9,13,3,40,4,1,2,0,1
39,2051,136081,8,9,1,40,3,1,2,0,1
37,0,197284,10,10,3,40,2,1,2,0,1
27,0,204773,13,12,1,40,1,1,1,0,1
41,0,206066,10,10,1,40,3,1,2,0,1
47,0,61885,9,13,1,40,3,1,2,0,0
25,0,299908,10,10,1,40,1,4,1,0,0
35,0,46028,13,12,2,50,6,1,1,0,1
47,1977,239865,8,9,1,45,3,1,2,0,0
30,0,154587,8,9,3,40,4,1,2,0,1
29,2051,244473,14,11,1,40,3,1,2,0,1
36,0,32334,14,11,1,50,1,1,1,0,0
42,0,319588,9,13,6,60,4,1,2,0,1
51,0,226735,8,9,1,40,3,4,2,0,1
34,0,226443,8,9,2,40,2,1,2,0,1
44,0,359259,8,9,2,60,4,1,2,0,1
27,0,36851,9,13,3,41,4,1,2,0,1
39,0,393480,8,9,4,40,4,4,2,0,1
46,1741,33109,8,9,2,40,4,1,2,0,1
32,1590,188246,8,9,2,62,2,1,2,0,1
31,0,231569,9,13,3,50,4,4,1,0,1
23,0,353010,6,7,3,35,6,1,2,0,1
47,0,102628,11,14,1,55,3,1,2,15024,0
66,0,262285,9,13,1,99,3,1,2,0,1
26,0,160300,8,9,3,40,2,1,2,0,1
52,0,156953,8,9,1,40,3,1,2,0,0
53,0,136823,6,7,5,30,4,1,1,0,1
48,0,160724,9,13,1,40,3,2,2,0,1
37,0,86459,13,12,4,50,6,1,2,0,1
17,0,238628,6,7,3,5,2,1,1,0,1
50,0,339954,14,11,1,40,3,1,2,0,0
28,0,222005,8,9,3,40,5,1,1,0,1
17,1602,99893,6,7,3,40,4,4,1,0,1
39,0,214117,10,10,2,40,6,4,2,0,1
28,0,298661,9,13,3,40,4,4,1,0,1
38,0,179488,13,12,2,40,4,1,2,0,1
53,1902,48343,8,9,1,40,3,1,2,0,0
28,0,100270,9,13,2,40,4,1,2,0,1
42,0,227065,10,10,1,32,3,1,2,15024,0
40,0,126701,4,5,3,45,4,1,2,0,1
20,0,209131,10,10,3,40,2,1,2,0,1
32,0,400132,9,13,1,40,3,1,2,0,0
23,0,278155,9,13,3,40,2,1,2,0,1
25,0,139012,9,13,3,40,2,2,2,2174,1
41,0,178431,8,9,1,40,3,2,2,0,1
42,0,511068,9,13,1,40,3,1,2,7688,0
18,0,199039,7,8,3,14,2,1,2,594,1
29,1848,190525,9,13,1,60,3,1,2,0,0
36,0,115700,8,9,1,50,3,1,2,0,1
34,0,167832,5,6,1,40,3,1,2,0,1
34,0,218164,8,9,2,44,6,1,2,0,1
48,0,171926,12,15,1,50,3,1,2,15024,0
36,0,242080,12,15,1,80,3,1,2,0,0
67,0,223257,8,9,5,40,6,1,2,0,1
53,0,386773,8,9,1,40,3,1,2,7298,0
53,2415,105478,9,13,1,40,3,1,2,0,0
45,0,140644,15,16,2,45,4,1,2,0,0
22,0,205970,5,6,4,35,6,1,1,0,1
25,0,216583,9,13,1,43,3,1,2,0,1
61,0,162432,10,10,2,40,4,1,1,0,1
31,0,83671,10,10,3,40,4,4,1,0,1
47,0,205100,8,9,1,38,3,1,2,0,1
31,0,195750,1,2,1,45,3,1,2,0,1
17,0,220562,4,5,3,32,5,4,1,0,1
38,0,312232,10,10,1,50,3,1,2,0,0
23,0,386337,8,9,1,40,3,4,2,0,1
42,0,86185,10,10,5,40,4,3,1,0,1
78,0,105586,2,3,1,36,3,2,2,0,1
54,0,103345,14,11,1,40,3,1,2,0,0
26,0,150553,9,13,3,50,2,2,1,0,1
30,0,26009,8,9,1,35,3,1,2,0,0
46,0,149388,9,13,1,40,3,1,2,0,0
26,0,151626,9,13,3,45,4,4,1,0,1
30,0,169583,8,9,3,35,2,1,1,0,1
66,0,174486,15,16,1,35,3,4,2,20051,0
23,0,160951,8,9,3,40,2,4,2,2597,1
25,0,213383,10,10,3,40,2,1,2,0,1
32,0,103078,9,13,1,40,3,1,2,0,1
25,0,109526,8,9,1,38,3,1,2,0,1
51,0,142835,6,7,1,40,3,1,2,0,1
24,0,43475,9,13,3,40,4,1,2,0,1
22,0,190916,10,10,3,40,2,1,1,0,1
28,0,175987,8,9,3,40,4,1,1,0,1
29,0,214385,6,7,2,20,6,4,1,0,1
26,0,192652,9,13,3,40,2,1,2,0,1
41,0,207685,9,13,3,40,4,1,2,0,0
19,0,143857,10,10,3,35,2,1,1,0,1
39,0,163392,8,9,1,26,3,2,2,0,1
51,0,310774,12,15,1,50,3,1,2,0,0
29,0,427965,8,9,4,20,6,4,1,0,1
27,0,279608,2,3,1,40,3,1,2,0,1
33,0,312881,9,13,1,40,3,4,2,0,0
19,0,175083,8,9,3,8,2,1,1,0,1
67,0,132057,8,9,1,20,3,4,2,0,1
41,0,32878,9,13,1,45,3,1,2,0,0
29,0,360527,11,14,1,40,3,1,2,0,0
28,0,99478,8,9,1,40,3,4,2,0,1
25,0,113035,10,10,3,40,2,1,2,0,1
21,0,99199,8,9,3,36,2,1,2,0,1
24,0,452640,10,10,3,50,4,1,2,14344,0
48,0,236858,6,7,2,31,4,1,1,0,1
46,0,201865,12,15,1,60,3,1,2,0,0
35,0,268661,10,10,1,50,3,1,2,0,1
35,0,475324,9,13,1,40,3,1,2,0,0
50,0,117295,5,6,1,40,3,1,2,0,1
22,0,65704,8,9,3,40,2,1,1,0,1
45,0,192835,10,10,1,40,3,1,2,0,1
62,0,76720,9,13,1,40,1,1,1,0,1
39,1977,180686,11,14,1,45,3,1,2,0,0
33,0,133876,8,9,2,40,6,1,2,0,1
22,0,123727,10,10,3,30,4,1,1,0,1
50,0,129956,8,9,1,48,3,1,2,0,0
25,0,96268,6,7,2,40,6,1,1,0,1
44,0,317320,10,10,2,40,6,1,1,0,1
26,0,86872,8,9,1,40,3,1,2,0,0
31,0,100863,11,14,2,50,6,1,1,0,0
56,0,164332,8,9,1,15,1,1,1,0,1
49,0,122584,3,4,1,40,3,1,2,0,1
49,0,34377,7,8,1,40,3,1,2,0,0
46,0,162030,8,9,5,43,6,1,1,0,1
33,0,199170,10,10,3,40,4,4,2,0,1
25,0,470203,9,13,3,30,4,1,1,0,1
40,0,266803,13,12,2,40,4,1,1,0,0
72,0,188009,3,4,2,30,4,1,2,0,1
32,0,513416,11,14,3,10,4,1,2,0,1
44,0,98211,9,13,1,55,3,1,2,0,1
48,0,196107,8,9,2,30,4,1,1,0,1
17,0,108273,5,6,3,12,2,1,1,0,1
50,1887,213290,14,11,1,36,1,1,1,0,0
61,0,96660,10,10,1,34,1,1,1,15024,0
22,0,412316,8,9,3,40,2,4,2,0,1
17,0,120068,6,7,3,17,2,1,2,0,1
49,0,101722,12,15,1,60,3,1,2,0,0
26,0,120268,8,9,1,50,3,1,2,0,1
19,0,144429,10,10,3,10,2,1,2,0,1
17,0,271122,7,8,3,16,2,1,1,0,1
38,0,255621,8,9,1,40,3,1,2,0,1
34,0,90934,14,11,2,40,2,2,2,0,1
51,0,162745,8,9,1,50,3,1,2,7298,0
48,0,128460,8,9,1,42,3,1,2,0,0
63,0,30813,11,14,1,50,3,1,2,0,0
19,0,164585,8,9,3,40,2,1,1,0,1
73,0,148003,10,10,1,36,1,1,1,20051,0
51,0,215647,8,9,2,43,4,1,1,0,1
38,1485,300975,11,14,1,40,3,4,2,0,1
54,0,421561,10,10,1,40,3,1,2,0,0
41,1848,149909,8,9,1,40,3,1,2,0,0
65,2377,240857,9,13,1,40,3,1,2,0,0
36,0,138940,9,13,1,50,3,1,2,4386,0
42,0,66755,3,4,1,40,3,4,2,0,1
38,0,103323,10,10,1,40,3,1,2,7688,0
20,0,117222,10,10,3,40,2,1,2,0,1
37,0,29145,9,13,1,50,3,1,2,0,0
35,1485,184659,8,9,1,40,3,1,2,0,0
51,0,20795,10,10,1,40,3,1,2,0,1
23,0,311376,14,11,3,40,4,1,1,0,1
27,0,122660,9,13,3,40,2,4,1,0,1
19,0,137578,10,10,3,16,2,1,2,0,1
37,0,193689,14,11,1,42,3,1,2,0,0
29,0,144556,8,9,1,45,3,1,2,0,1
33,2603,228696,1,2,1,32,4,1,2,0,1
60,0,184183,8,9,2,40,4,1,2,4650,1
22,0,243178,9,13,3,20,2,1,2,0,1
22,1721,236330,10,10,3,20,2,4,2,0,1
60,0,190682,14,11,5,37,4,4,1,0,1
35,0,233786,6,7,4,20,6,1,2,0,1
45,0,102202,14,11,2,40,4,1,1,0,1
30,0,95299,8,9,1,40,3,2,2,0,0
43,0,240504,10,10,1,70,3,1,2,0,0
32,0,169973,11,14,3,38,4,1,1,0,1
35,0,144937,8,9,1,42,3,1,2,0,1
32,0,211751,14,11,2,40,6,4,1,0,1
61,0,84587,14,11,1,40,3,2,2,0,0
40,0,150874,11,14,2,40,6,1,1,1506,1
